Date,Avg Temperature
2016-12-14,61.0
2016-12-15,60.2
2016-12-16,60.7
2016-12-17,57.7
2016-12-18,57.9
2016-12-19,58.1
2016-12-20,60.0
2016-12-21,61.3
2016-12-22,60.4
2016-12-23,59.5
2016-12-24,63.0
2016-12-25,56.3
2016-12-26,57.8
2016-12-27,57.9
2016-12-28,60.9
2016-12-29,58.8
2016-12-30,55.3
2016-12-31,58.3
2017-01-01,61.1
2017-01-02,60.5
2017-01-03,59.3
2017-01-04,63.3
2017-01-05,64.2
2017-01-06,63.4
2017-01-07,56.5
2017-01-08,58.9
2017-01-09,54.3
2017-01-10,51.6
2017-01-11,50.9
2017-01-12,52.0
2017-01-13,53.4
2017-01-14,55.4
2017-01-15,61.5
2017-01-16,53.9
2017-01-17,49.5
2017-01-18,52.5
2017-01-19,53.6
2017-01-20,52.2
2017-01-21,55.7
2017-01-22,60.1
2017-01-23,60.6
2017-01-24,64.4
2017-01-25,67.9
2017-01-26,60.4
2017-01-27,57.2
2017-01-28,55.4
2017-01-29,58.7
2017-01-30,59.0
2017-01-31,64.2
2017-02-01,58.9
2017-02-02,61.5
2017-02-03,63.4
2017-02-04,65.7
2017-02-05,65.2
2017-02-06,61.0
2017-02-07,58.1
2017-02-08,61.4
2017-02-09,59.3
2017-02-10,59.2
2017-02-11,60.6
2017-02-12,62.3
2017-02-13,61.8
2017-02-14,62.2
2017-02-15,65.5
2017-02-16,67.3
2017-02-17,67.0
2017-02-18,70.8
2017-02-19,73.6
2017-02-20,76.0
2017-02-21,67.4
2017-02-22,68.0
2017-02-23,65.3
2017-02-24,63.6
2017-02-25,66.1
2017-02-26,66.0
2017-02-27,69.9
2017-02-28,76.7
2017-03-01,75.7
2017-03-02,71.5
2017-03-03,68.9
2017-03-04,66.3
2017-03-05,66.9
2017-03-06,69.4
2017-03-07,72.3
2017-03-08,70.6
2017-03-09,66.0
2017-03-10,63.4
2017-03-11,64.1
2017-03-12,64.0
2017-03-13,63.5
2017-03-14,66.6
2017-03-15,69.2
2017-03-16,72.3
2017-03-17,69.7
2017-03-18,73.5
2017-03-19,73.3
2017-03-20,72.0
2017-03-21,78.6
2017-03-22,82.2
2017-03-23,84.8
2017-03-24,81.8
2017-03-25,79.5
2017-03-26,81.2
2017-03-27,83.5
2017-03-28,86.0
2017-03-29,88.7
2017-03-30,87.6
2017-03-31,91.2
2017-04-01,89.8
2017-04-02,88.5
2017-04-03,89.9
2017-04-04,86.2
2017-04-05,82.2
2017-04-06,86.9
2017-04-07,83.2
2017-04-08,81.3
2017-04-09,81.1
2017-04-10,81.5
2017-04-11,85.5
2017-04-12,88.0
2017-04-13,89.8
2017-04-14,93.5
2017-04-15,93.6
2017-04-16,91.8
2017-04-17,94.5
2017-04-18,95.5
2017-04-19,97.4
2017-04-20,97.9
2017-04-21,95.2
2017-04-22,90.8
2017-04-23,92.9
2017-04-24,88.6
2017-04-25,89.6
2017-04-26,89.4
2017-04-27,90.8
2017-04-28,89.3
2017-04-29,89.3
2017-04-30,90.2
2017-05-01,89.3
2017-05-02,92.6
2017-05-03,90.0
2017-05-04,91.4
2017-05-05,92.9
2017-05-06,95.7
2017-05-07,98.3
2017-05-08,97.8
2017-05-09,95.8
2017-05-10,91.4
2017-05-11,96.5
2017-05-12,95.6
2017-05-13,98.8
2017-05-14,99.3
2017-05-15,99.9
2017-05-16,96.8
2017-05-17,90.7
2017-05-18,94.5
2017-05-19,91.5
2017-05-20,94.1
2017-05-21,87.9
2017-05-22,81.9
2017-05-23,93.5
2017-05-24,96.6
2017-05-25,98.0
2017-05-26,99.4
2017-05-27,93.6
2017-05-28,88.8
2017-05-29,83.4
2017-05-30,89.8
2017-05-31,84.0
2017-06-01,91.0
2017-06-02,95.8
2017-06-03,100.4
2017-06-04,104.7
2017-06-05,104.3
2017-06-06,98.6
2017-06-07,89.0
2017-06-08,88.2
2017-06-09,91.8
2017-06-10,91.6
2017-06-11,91.0
2017-06-12,96.7
2017-06-13,98.3
2017-06-14,92.0
2017-06-15,92.4
2017-06-16,83.6
2017-06-17,82.6
2017-06-18,89.6
2017-06-19,86.0
2017-06-20,82.5
2017-06-21,83.9
2017-06-22,87.2
2017-06-23,90.4
2017-06-24,93.1
2017-06-25,96.6
2017-06-26,94.5
2017-06-27,94.6
2017-06-28,82.3
2017-06-29,81.0
2017-06-30,81.8
2017-07-01,85.7
2017-07-02,82.2
2017-07-03,89.8
2017-07-04,91.3
2017-07-05,90.0
2017-07-06,85.7
2017-07-07,87.6
2017-07-08,92.3
2017-07-09,95.0
2017-07-10,93.2
2017-07-11,85.5
2017-07-12,84.2
2017-07-13,88.2
2017-07-14,89.2
2017-07-15,87.2
2017-07-16,84.9
2017-07-17,84.7
2017-07-18,90.8
2017-07-19,92.8
2017-07-20,86.0
2017-07-21,88.9
2017-07-22,84.3
2017-07-23,84.2
2017-07-24,84.3
2017-07-25,83.8
2017-07-26,88.1
2017-07-27,88.5
2017-07-28,86.2
2017-07-29,86.3
2017-07-30,87.1
2017-07-31,82.2
2017-08-01,82.2
2017-08-02,84.5
2017-08-03,86.3
2017-08-04,87.5
2017-08-05,88.3
2017-08-06,89.0
2017-08-07,84.7
2017-08-08,86.2
2017-08-09,84.6
2017-08-10,87.5
2017-08-11,88.5
2017-08-12,87.6
2017-08-13,87.7
2017-08-14,88.7
2017-08-15,88.8
2017-08-16,89.9
2017-08-17,91.1
2017-08-18,91.2
2017-08-19,82.4
2017-08-20,87.9
2017-08-21,88.8
2017-08-22,87.2
2017-08-23,82.9
2017-08-24,86.9
2017-08-25,84.3
2017-08-26,82.9
2017-08-27,86.3
2017-08-28,84.1
2017-08-29,86.7
2017-08-30,84.8
2017-08-31,80.6
2017-09-01,82.6
2017-09-02,81.7
2017-09-03,86.1
2017-09-04,85.4
2017-09-05,85.2
2017-09-06,85.2
2017-09-07,83.9
2017-09-08,86.9
2017-09-09,87.8
2017-09-10,90.5
2017-09-11,87.6
2017-09-12,88.3
2017-09-13,90.0
2017-09-14,89.4
2017-09-15,89.4
2017-09-16,84.4
2017-09-17,84.7
2017-09-18,87.2
2017-09-19,88.3
2017-09-20,88.7
2017-09-21,86.0
2017-09-22,77.4
2017-09-23,76.2
2017-09-24,79.7
2017-09-25,85.2
2017-09-26,86.3
2017-09-27,85.4
2017-09-28,87.8
2017-09-29,86.7
2017-09-30,88.0
2017-10-01,83.6
2017-10-02,85.0
2017-10-03,84.4
2017-10-04,86.5
2017-10-05,87.4
2017-10-06,87.2
2017-10-07,83.6
2017-10-08,84.0
2017-10-09,84.1
2017-10-10,85.2
2017-10-11,84.7
2017-10-12,83.8
2017-10-13,83.4
2017-10-14,84.2
2017-10-15,83.5
2017-10-16,82.9
2017-10-17,81.5
2017-10-18,82.0
2017-10-19,83.3
2017-10-20,82.9
2017-10-21,80.1
2017-10-22,82.9
2017-10-23,81.1
2017-10-24,76.8
2017-10-25,76.4
2017-10-26,76.0
2017-10-27,77.2
2017-10-28,77.7
2017-10-29,76.8
2017-10-30,76.2
2017-10-31,76.9
2017-11-01,75.0
2017-11-02,75.6
2017-11-03,75.6
2017-11-04,74.4
2017-11-05,75.3
2017-11-06,74.9
2017-11-07,72.2
2017-11-08,68.3
2017-11-09,71.6
2017-11-10,70.1
2017-11-11,70.3
2017-11-12,68.5
2017-11-13,70.3
2017-11-14,70.4
2017-11-15,69.9
2017-11-16,67.5
2017-11-17,68.4
2017-11-18,67.0
2017-11-19,65.7
2017-11-20,61.5
2017-11-21,62.0
2017-11-22,62.0
2017-11-23,61.4
2017-11-24,64.2
2017-11-25,64.0
2017-11-26,65.2
2017-11-27,63.9
2017-11-28,66.0
2017-11-29,67.9
2017-11-30,68.8
2017-12-01,63.2
2017-12-02,62.9
2017-12-03,62.4
2017-12-04,62.5
2017-12-05,64.6
2017-12-06,64.2
2017-12-07,63.8
2017-12-08,62.0
2017-12-09,63.3
2017-12-10,63.7
2017-12-11,64.2
2017-12-12,60.8
2017-12-13,56.0
2017-12-14,55.5
2017-12-15,53.7
2017-12-16,53.7
2017-12-17,57.0
2017-12-18,59.6
2017-12-19,58.6
2017-12-20,61.8
2017-12-21,62.1
2017-12-22,60.6
2017-12-23,60.0
2017-12-24,60.8
2017-12-25,58.5
2017-12-26,58.6
2017-12-27,61.2
2017-12-28,61.1
2017-12-29,61.7
2017-12-30,58.1
2017-12-31,57.7
2018-01-01,55.3
2018-01-02,53.2
2018-01-03,50.9
2018-01-04,51.9
2018-01-05,52.9
2018-01-06,51.8
2018-01-07,53.6
2018-01-08,54.3
2018-01-09,55.0
2018-01-10,56.8
2018-01-11,56.7
2018-01-12,58.6
2018-01-13,58.0
2018-01-14,57.6
2018-01-15,57.2
2018-01-16,58.8
2018-01-17,59.0
2018-01-18,62.4
2018-01-19,58.6
2018-01-20,56.2
2018-01-21,58.0
2018-01-22,61.6
2018-01-23,55.3
2018-01-24,54.0
2018-01-25,52.7
2018-01-26,53.1
2018-01-27,53.9
2018-01-28,55.5
2018-01-29,57.0
2018-01-30,62.9
2018-01-31,64.4
2018-02-01,66.0
2018-02-02,61.7
2018-02-03,61.2
2018-02-04,58.7
2018-02-05,59.8
2018-02-06,60.0
2018-02-07,58.8
2018-02-08,59.4
2018-02-09,59.7
2018-02-10,63.8
2018-02-11,65.6
2018-02-12,60.5
2018-02-13,62.5
2018-02-14,59.5
2018-02-15,62.3
2018-02-16,64.0
2018-02-17,65.1
2018-02-18,64.8
2018-02-19,66.1
2018-02-20,69.0
2018-02-21,74.3
2018-02-22,74.4
2018-02-23,76.1
2018-02-24,77.2
2018-02-25,72.0
2018-02-26,69.8
2018-02-27,73.0
2018-02-28,75.7
2018-03-01,73.5
2018-03-02,75.4
2018-03-03,76.3
2018-03-04,72.9
2018-03-05,71.2
2018-03-06,70.1
2018-03-07,71.6
2018-03-08,75.5
2018-03-09,75.6
2018-03-10,75.6
2018-03-11,75.7
2018-03-12,77.9
2018-03-13,81.3
2018-03-14,81.0
2018-03-15,78.7
2018-03-16,75.2
2018-03-17,75.5
2018-03-18,76.7
2018-03-19,78.8
2018-03-20,82.6
2018-03-21,78.5
2018-03-22,75.9
2018-03-23,75.1
2018-03-24,77.2
2018-03-25,78.5
2018-03-26,77.7
2018-03-27,84.1
2018-03-28,85.4
2018-03-29,84.1
2018-03-30,84.8
2018-03-31,81.7
2018-04-01,83.7
2018-04-02,84.6
2018-04-03,89.4
2018-04-04,91.0
2018-04-05,90.0
2018-04-06,83.6
2018-04-07,83.6
2018-04-08,85.8
2018-04-09,78.7
2018-04-10,85.1
2018-04-11,78.8
2018-04-12,81.9
2018-04-13,84.8
2018-04-14,87.0
2018-04-15,90.0
2018-04-16,90.6
2018-04-17,91.7
2018-04-18,90.5
2018-04-19,92.1
2018-04-20,91.8
2018-04-21,84.5
2018-04-22,84.4
2018-04-23,86.6
2018-04-24,89.8
2018-04-25,95.1
2018-04-26,95.4
2018-04-27,92.4
2018-04-28,96.0
2018-04-30,96.7
2018-05-01,90.4
2018-05-02,85.6
2018-05-03,85.6
2018-05-04,88.5
2018-05-05,95.5
2018-05-06,90.4
2018-05-07,93.3
2018-05-08,84.7
2018-05-09,84.3
2018-05-10,91.2
2018-05-11,96.5
2018-05-12,96.0
2018-05-13,87.2
2018-05-14,87.3
2018-05-15,90.6
2018-05-16,96.3
2018-05-17,96.2
2018-05-18,92.8
2018-05-19,94.0
2018-05-20,97.0
2018-05-21,99.5
2018-05-22,99.9
2018-05-23,100.5
2018-05-24,97.9
2018-05-25,99.5
2018-05-26,100.7
2018-05-27,101.0
2018-05-28,98.4
2018-05-29,100.0
2018-05-30,95.0
2018-05-31,100.9
2018-06-01,92.8
2018-06-02,91.2
2018-06-03,94.5
2018-06-04,98.1
2018-06-05,97.9
2018-06-06,92.0
2018-06-07,98.2
2018-06-08,96.9
2018-06-09,88.0
2018-06-10,91.9
2018-06-11,95.8
2018-06-12,100.5
2018-06-13,100.9
2018-06-14,99.8
2018-06-15,97.7
2018-06-16,96.3
2018-06-17,89.3
2018-06-18,90.3
2018-06-19,94.0
2018-06-20,97.8
2018-06-21,98.2
2018-06-22,102.0
2018-06-23,100.8
2018-06-24,100.3
2018-06-25,97.5
2018-06-26,90.6
2018-06-27,85.8
2018-06-28,85.4
2018-06-29,86.1
2018-06-30,87.5
2018-07-01,90.3
2018-07-02,88.6
2018-07-03,89.9
2018-07-04,88.7
2018-07-05,90.2
2018-07-06,92.0
2018-07-07,91.8
2018-07-08,96.1
2018-07-09,93.6
2018-07-10,93.2
2018-07-11,89.8
2018-07-12,89.9
2018-07-13,83.6
2018-07-14,84.7
2018-07-15,88.8
2018-07-16,85.6
2018-07-17,90.8
2018-07-18,89.7
2018-07-19,85.1
2018-07-20,85.9
2018-07-21,84.6
2018-07-22,81.2
2018-07-23,87.5
2018-07-24,90.4
2018-07-25,84.2
2018-07-26,80.5
2018-07-27,80.5
2018-07-28,81.4
2018-07-29,86.9
2018-07-30,89.9
2018-07-31,88.0
2018-08-01,88.7
2018-08-02,88.3
2018-08-03,88.2
2018-08-04,88.7
2018-08-05,85.1
2018-08-06,82.0
2018-08-07,83.4
2018-08-08,86.2
2018-08-09,90.1
2018-08-10,88.3
2018-08-11,88.1
2018-08-12,86.7
2018-08-13,87.1
2018-08-14,89.3
2018-08-15,87.3
2018-08-16,87.9
2018-08-17,89.4
2018-08-18,88.1
2018-08-19,83.9
2018-08-20,85.3
2018-08-21,89.5
2018-08-22,86.4
2018-08-23,84.0
2018-08-24,85.8
2018-08-25,84.3
2018-08-26,88.3
2018-08-27,85.0
2018-08-28,82.3
2018-08-29,82.7
2018-08-30,88.3
2018-08-31,89.1
2018-09-01,82.8
2018-09-02,80.7
2018-09-03,81.3
2018-09-04,81.8
2018-09-05,83.2
2018-09-06,83.8
2018-09-07,82.2
2018-09-08,82.5
2018-09-09,82.8
2018-09-10,83.0
2018-09-11,86.2
2018-09-12,86.8
2018-09-13,82.1
2018-09-14,85.2
2018-09-15,86.2
2018-09-16,85.9
2018-09-17,85.4
2018-09-18,85.9
2018-09-19,86.0
2018-09-20,87.4
2018-09-21,82.1
2018-09-22,78.9
2018-09-23,79.8
2018-09-24,76.5
2018-09-25,76.3
2018-09-26,81.3
2018-09-27,83.7
2018-09-28,85.9
2018-09-29,85.2
2018-09-30,84.1
2018-10-01,83.9
2018-10-02,84.4
2018-10-03,85.7
2018-10-04,84.0
2018-10-05,82.3
2018-10-06,81.7
2018-10-07,81.7
2018-10-08,83.0
2018-10-09,84.1
2018-10-10,82.9
2018-10-11,77.4
2018-10-12,78.1
2018-10-13,77.1
2018-10-14,78.0
2018-10-15,79.3
2018-10-16,80.5
2018-10-17,80.2
2018-10-18,79.4
2018-10-19,78.3
2018-10-20,77.6
2018-10-21,75.7
2018-10-22,75.1
2018-10-23,76.3
2018-10-24,77.8
2018-10-25,78.1
2018-10-26,75.3
2018-10-27,74.5
2018-10-28,74.5
2018-10-29,75.0
2018-10-30,75.9
2018-10-31,73.1
2018-11-01,75.3
2018-11-02,76.9
2018-11-03,75.8
2018-11-04,72.4
2018-11-05,66.7
2018-11-06,68.2
2018-11-07,66.5
2018-11-08,65.8
2018-11-09,69.1
2018-11-10,69.2
2018-11-11,74.8
2018-11-12,70.8
2018-11-13,72.6
2018-11-14,72.4
2018-11-15,70.2
2018-11-16,65.7
2018-11-17,66.4
2018-11-18,69.0
2018-11-19,70.8
2018-11-20,70.0
2018-11-21,67.3
2018-11-22,68.1
2018-11-23,67.0
2018-11-24,66.3
2018-11-25,69.2
2018-11-26,66.4
2018-11-27,69.8
2018-11-28,69.4
2018-11-29,67.1
2018-11-30,67.5
2018-12-01,63.8
2018-12-02,65.3
2018-12-03,62.9
2018-12-04,63.5
2018-12-05,62.0
2018-12-06,62.9
2018-12-07,60.0
2018-12-08,61.3
2018-12-09,60.8
2018-12-10,62.2
2018-12-11,62.7
2018-12-12,61.9
2018-12-13,59.3
2018-12-14,56.8
2018-12-15,57.7
2018-12-16,58.2
2018-12-17,55.4
2018-12-18,55.8
2018-12-19,56.0
2018-12-20,56.2
2018-12-21,54.3
2018-12-22,56.1
2018-12-23,56.6
2018-12-24,55.9
2018-12-25,51.7
2018-12-26,53.7
2018-12-27,54.7
2018-12-28,51.7
2018-12-29,52.8
2018-12-30,56.5
2018-12-31,57.9
2019-01-01,57.7
2019-01-02,59.3
2019-01-03,52.2
2019-01-04,53.2
2019-01-05,48.0
2019-01-06,57.3
2019-01-07,54.6
2019-01-08,46.7
2019-01-09,55.4
2019-01-10,55.9
2019-01-11,58.8
2019-01-12,59.0
2019-01-13,61.3
2019-01-14,53.6
2019-01-15,52.1
2019-01-16,56.0
2019-01-17,56.5
2019-01-18,54.9
2019-01-19,60.4
2019-01-20,67.1
2019-01-21,62.0
2019-01-22,56.5
2019-01-23,55.6
2019-01-24,58.7
2019-01-25,56.2
2019-01-26,53.7
2019-01-27,48.7
2019-01-28,52.3
2019-01-29,54.1
2019-01-30,56.7
2019-01-31,60.0
2019-02-01,57.1
2019-02-02,53.1
2019-02-03,54.3
2019-02-04,57.0
2019-02-05,64.0
2019-02-06,66.3
2019-02-07,59.0
2019-02-08,56.0
2019-02-09,55.8
2019-02-10,57.4
2019-02-11,60.0
2019-02-12,63.0
2019-02-13,66.3
2019-02-14,63.0
2019-02-15,61.5
2019-02-16,58.2
2019-02-17,60.5
2019-02-18,66.0
2019-02-19,65.8
2019-02-20,64.8
2019-02-21,71.1
2019-02-22,63.3
2019-02-23,60.9
2019-02-24,62.2
2019-02-25,63.5
2019-02-26,60.1
2019-02-27,58.8
2019-02-28,61.3
2019-03-01,63.3
2019-03-02,58.5
2019-03-03,63.0
2019-03-04,64.2
2019-03-05,62.8
2019-03-06,64.4
2019-03-07,67.0
2019-03-08,68.9
2019-03-09,68.5
2019-03-10,67.6
2019-03-11,71.5
2019-03-12,69.9
2019-03-13,67.3
2019-03-14,63.2
2019-03-15,65.7
2019-03-16,67.7
2019-03-17,69.8
2019-03-18,70.3
2019-03-19,74.9
2019-03-20,79.4
2019-03-21,76.7
2019-03-22,72.7
2019-03-23,74.5
2019-03-24,74.4
2019-03-25,72.6
2019-03-26,74.8
2019-03-27,75.2
2019-03-28,81.4
2019-03-29,84.5
2019-03-30,87.6
2019-03-31,84.8
2019-04-01,79.7
2019-04-02,81.1
2019-04-03,83.8
2019-04-04,87.7
2019-04-05,89.6
2019-04-06,90.7
2019-04-07,83.9
2019-04-08,83.2
2019-04-09,86.2
2019-04-10,90.0
2019-04-11,91.2
2019-04-12,87.9
2019-04-13,88.8
2019-04-14,90.5
2019-04-15,91.4
2019-04-16,76.3
2019-04-17,71.3
2019-04-18,77.1
2019-04-19,79.6
2019-04-20,83.7
2019-04-21,89.3
2019-04-22,90.0
2019-04-23,94.0
2019-04-24,95.1
2019-04-25,93.7
2019-04-26,94.3
2019-04-27,94.8
2019-04-28,94.8
2019-04-29,94.7
2019-04-30,100.7
2019-05-01,95.0
2019-05-02,89.7
2019-05-03,87.5
2019-05-04,90.0
2019-05-05,90.9
2019-05-06,92.6
2019-05-07,94.8
2019-05-08,96.0
2019-05-09,95.8
2019-05-10,93.7
2019-05-11,91.4
2019-05-12,91.3
2019-05-13,87.6
2019-05-14,87.2
2019-05-15,84.5
2019-05-16,87.5
2019-05-17,80.2
2019-05-18,81.9
2019-05-19,88.8
2019-05-20,92.3
2019-05-21,94.1
2019-05-22,92.1
2019-05-23,89.0
2019-05-24,85.0
2019-05-25,90.2
2019-05-26,92.4
2019-05-27,95.8
2019-05-28,96.5
2019-05-29,99.1
2019-05-30,100.4
2019-05-31,102.9
2019-06-01,100.3
2019-06-02,98.8
2019-06-03,95.0
2019-06-04,96.4
2019-06-05,99.2
2019-06-06,96.7
2019-06-07,96.3
2019-06-08,102.7
2019-06-09,103.8
2019-06-10,97.2
2019-06-11,102.3
2019-06-12,94.2
2019-06-13,97.9
2019-06-14,100.0
2019-06-15,99.4
2019-06-16,87.4
2019-06-17,84.2
2019-06-18,84.3
2019-06-19,88.6
2019-06-20,92.0
2019-06-21,94.1
2019-06-22,96.4
2019-06-23,93.3
2019-06-24,87.8
2019-06-25,93.7
2019-06-26,97.8
2019-06-27,94.8
2019-06-28,96.8
2019-06-29,101.0
2019-06-30,101.6
2019-07-01,97.5
2019-07-02,96.2
2019-07-03,95.1
2019-07-04,87.2
2019-07-05,85.6
2019-07-06,89.9
2019-07-07,89.2
2019-07-08,91.1
2019-07-09,88.0
2019-07-10,94.2
2019-07-11,94.7
2019-07-12,95.6
2019-07-13,95.0
2019-07-14,92.6
2019-07-15,83.5
2019-07-16,82.7
2019-07-17,80.8
2019-07-18,80.8
2019-07-19,89.3
2019-07-20,84.7
2019-07-21,84.8
2019-07-22,89.6
2019-07-23,93.0
2019-07-24,88.8
2019-07-25,81.9
2019-07-26,81.8
2019-07-27,82.2
2019-07-28,84.7
2019-07-29,86.8
2019-07-30,87.0
2019-07-31,88.8
2019-08-01,88.1
2019-08-02,84.5
2019-08-03,83.2
2019-08-04,86.0
2019-08-05,88.0
2019-08-06,81.3
2019-08-07,86.3
2019-08-08,90.6
2019-08-09,84.7
2019-08-10,85.2
2019-08-11,89.3
2019-08-12,86.0
2019-08-13,84.7
2019-08-14,84.9
2019-08-15,85.5
2019-08-16,83.1
2019-08-17,78.0
2019-08-18,81.4
2019-08-19,86.0
2019-08-20,86.2
2019-08-21,87.7
2019-08-22,84.5
2019-08-23,88.8
2019-08-24,85.5
2019-08-25,82.1
2019-08-26,87.0
2019-08-27,88.7
2019-08-28,90.4
2019-08-29,88.5
2019-08-30,89.8
2019-08-31,90.2
2019-09-01,84.7
2019-09-02,88.0
2019-09-03,88.7
2019-09-04,87.5
2019-09-05,87.7
2019-09-06,86.3
2019-09-07,85.4
2019-09-08,88.9
2019-09-09,90.3
2019-09-10,90.5
2019-09-11,91.9
2019-09-12,89.1
2019-09-13,89.0
2019-09-14,86.7
2019-09-15,85.2
2019-09-16,88.8
2019-09-17,87.2
2019-09-18,85.2
2019-09-19,82.3
2019-09-20,84.8
2019-09-21,81.8
2019-09-22,78.7
2019-09-23,81.3
2019-09-24,82.1
2019-09-25,81.0
2019-09-26,83.0
2019-09-27,80.7
2019-09-28,80.0
2019-09-29,79.3
2019-09-30,80.9
2019-10-01,80.9
2019-10-02,82.5
2019-10-03,75.0
2019-10-04,79.0
2019-10-05,78.7
2019-10-06,80.8
2019-10-07,79.6
2019-10-08,78.7
2019-10-09,79.6
2019-10-10,79.4
2019-10-11,81.2
2019-10-12,81.5
2019-10-13,81.0
2019-10-14,81.1
2019-10-15,82.5
2019-10-16,82.4
2019-10-17,81.6
2019-10-18,80.5
2019-10-19,80.4
2019-10-20,78.2
2019-10-21,76.3
2019-10-22,74.7
2019-10-23,76.7
2019-10-24,77.3
2019-10-25,76.2
2019-10-26,76.6
2019-10-27,75.5
2019-10-28,75.8
2019-10-29,74.2
2019-10-30,76.8
2019-10-31,79.1
2019-11-01,77.8
2019-11-02,73.6
2019-11-03,73.1
2019-11-04,73.6
2019-11-05,73.3
2019-11-06,75.3
2019-11-07,68.6
2019-11-08,72.3
2019-11-09,72.0
2019-11-10,64.4
2019-11-11,69.8
2019-11-12,68.9
2019-11-13,70.7
2019-11-14,69.8
2019-11-15,70.9
2019-11-16,70.3
2019-11-17,69.9
2019-11-18,66.0
2019-11-19,68.1
2019-11-20,68.0
2019-11-21,68.3
2019-11-22,71.2
2019-11-23,69.0
2019-11-24,69.0
2019-11-25,71.0
2019-11-26,72.0
2019-11-27,69.2
2019-11-28,63.8
2019-11-29,65.4
2019-11-30,62.7
2019-12-01,61.8
2019-12-02,60.7
2019-12-03,62.0
2019-12-04,61.6
2019-12-05,62.1
2019-12-06,61.6
2019-12-07,61.8
2019-12-08,62.0
2019-12-09,62.2
2019-12-10,60.5
2019-12-11,63.6
2019-12-12,62.2
2019-12-13,59.0
2019-12-14,58.1
2019-12-15,55.6
2019-12-16,52.3
2019-12-17,51.0
2019-12-18,51.8
2019-12-19,51.1
2019-12-20,51.5
2019-12-21,53.9
2019-12-22,51.2
2019-12-23,48.4
2019-12-24,50.1
2019-12-25,46.8
2019-12-26,46.6
2019-12-27,47.1
2019-12-28,44.7
2019-12-29,47.5
2019-12-30,43.9
2019-12-31,51.2
2020-01-01,53.6
2020-01-02,58.4
2020-01-03,60.2
2020-01-04,58.0
2020-01-05,57.9
2020-01-06,58.6
2020-01-07,58.5
2020-01-08,54.6
2020-01-09,48.6
2020-01-10,48.4
2020-01-11,54.2
2020-01-12,58.2
2020-01-13,59.8
2020-01-14,54.9
2020-01-15,55.6
2020-01-16,54.1
2020-01-17,54.9
2020-01-18,54.0
2020-01-19,49.6
2020-01-20,52.9
2020-01-21,54.9
2020-01-22,52.1
2020-01-23,54.6
2020-01-24,56.0
2020-01-25,56.5
2020-01-26,58.5
2020-01-27,61.3
2020-01-28,60.2
2020-01-29,58.6
2020-01-30,56.8
2020-01-31,54.8
2020-02-01,56.1
2020-02-02,53.4
2020-02-03,57.4
2020-02-04,59.1
2020-02-05,57.4
2020-02-06,55.0
2020-02-07,55.8
2020-02-08,57.2
2020-02-09,57.9
2020-02-10,55.8
2020-02-11,59.8
2020-02-12,61.1
2020-02-13,66.5
2020-02-14,62.9
2020-02-15,63.3
2020-02-16,63.9
2020-02-17,63.9
2020-02-18,64.3
2020-02-19,68.3
2020-02-20,69.7
2020-02-21,61.0
2020-02-22,65.2
2020-02-23,68.7
2020-02-24,67.5
2020-02-25,67.4
2020-02-26,68.4
2020-02-27,70.4
2020-02-28,70.1
2020-02-29,69.5
2020-03-01,69.3
2020-03-02,70.8
2020-03-03,71.2
2020-03-04,69.6
2020-03-05,65.9
2020-03-06,60.3
2020-03-07,63.8
2020-03-08,64.9
2020-03-09,66.3
2020-03-10,68.0
2020-03-11,70.5
2020-03-12,71.0
2020-03-13,69.4
2020-03-14,64.6
2020-03-15,66.0
2020-03-16,68.3
2020-03-17,70.3
2020-03-18,73.2
2020-03-19,74.4
2020-03-20,76.5
2020-03-21,76.1
2020-03-22,76.5
2020-03-23,76.6
2020-03-24,73.9
2020-03-25,76.6
2020-03-26,73.2
2020-03-27,69.3
2020-03-28,71.8
2020-03-29,74.9
2020-03-30,73.3
2020-03-31,78.2
2020-04-01,75.9
2020-04-02,75.8
2020-04-03,74.8
2020-04-04,76.4
2020-04-05,79.5
2020-04-06,83.8
2020-04-07,79.4
2020-04-08,80.2
2020-04-09,78.7
2020-04-10,83.4
2020-04-11,85.7
2020-04-12,84.7
2020-04-13,87.0
2020-04-14,89.9
2020-04-15,89.4
2020-04-16,89.4
2020-04-17,87.3
2020-04-18,83.2
2020-04-19,83.2
2020-04-20,79.9
2020-04-21,83.3
2020-04-22,85.6
2020-04-23,84.1
2020-04-24,86.5
2020-04-25,87.2
2020-04-26,74.8
2020-04-27,80.8
2020-04-28,84.4
2020-04-29,87.7
2020-04-30,90.8
2020-05-01,88.7
2020-05-02,82.7
2020-05-03,79.7
2020-05-04,83.9
2020-05-05,87.7
2020-05-06,85.3
2020-05-07,87.1
2020-05-08,90.5
2020-05-09,92.5
2020-05-10,80.9
2020-05-11,86.1
2020-05-12,88.8
2020-05-13,86.4
2020-05-14,87.5
2020-05-15,90.2
2020-05-16,91.0
2020-05-17,90.1
2020-05-18,91.9
2020-05-19,93.6
2020-05-20,93.1
2020-05-21,94.8
2020-05-22,98.4
2020-05-23,100.3
2020-05-24,100.2
2020-05-25,99.3
2020-05-26,101.2
2020-05-27,100.5
2020-05-28,89.8
2020-05-29,84.0
2020-05-30,82.9
2020-05-31,78.7
2020-06-01,85.7
2020-06-02,87.7
2020-06-03,88.8
2020-06-04,83.8
2020-06-05,84.3
2020-06-06,87.1
2020-06-07,84.4
